G1,G2,group,group2
-0.018214385971279,-0.040072142658673,1,2
0.017251012252018,0.021747378290816,1,2
0.012919889404626,0.013683668775156,1,2
-0.008955412173952,-0.041324206482173,1,2
-0.008637261021859,-0.028100648984527,1,2
0.007619000965391,-0.010826193530394,1,2
-0.015776035860574,-0.007857882640506,1,2
0.041222394503119,0.023781540455301,1,2
-0.005868434393059,-0.007731482981455,1,2
0.038914280184278,0.014509907056467,1,2
0.001634532872672,-0.013527580932733,1,2
-0.016906379240302,-0.040989757458981,1,2
-0.018570741728423,-0.030586019772258,1,2
0.061719154589826,0.022804072906986,1,2
0.026750215028502,0.020277859983066,1,2
0.034408447889883,0.004619738292181,1,2
0.051608487590187,0.023921459393373,1,2
0.033787781317038,0.022161153835685,1,2
-0.021391222673772,-0.036158487816308,1,2
-0.020108745035797,-0.039185550430268,1,2
0.056419056848366,0.023610341499379,1,2
-0.008229112360194,-0.017703916752388,1,2
-0.013380014145133,-0.019268725603405,1,2
-0.017375494271039,-0.019390419890394,1,2
-0.012730056883322,-0.001935034437102,1,2
-0.008300645280317,-0.022011187119864,1,2
-0.018686318724383,0.022845180379503,1,2
-0.015859046077242,-0.009660759567627,1,2
-0.015596706668579,-0.022423637532961,1,2
-0.016476912535504,0.006881194183174,1,2
-0.003256056307061,-0.024314564284476,1,2
-0.016686301130583,-0.022765675247086,1,2
-0.016090358563911,0.049568919873424,1,2
-0.013798895860254,0.002427070408396,1,2
-0.005796039798497,-0.011050996083284,1,2
-0.014044879919,-0.008679390651785,1,2
-0.008396672734343,0.028308766341333,1,2
-0.010606504945354,-0.017550794523479,1,2
0.048890156461756,0.029258003620606,1,2
0.017465267458224,0.00397746186519,1,2
0.016939259655896,0.023068867958973,1,2
-0.001806544917666,0.021794876669022,1,2
0.030960651250788,0.030008264621099,1,2
0.003294896237081,0.032973581864294,1,2
-0.01172534435437,0.016897674568668,1,2
0.003820584603858,-0.002319651627253,1,2
-0.005878961020748,-0.001152216610867,1,2
-0.015038885693428,0.014989465904774,1,2
-0.020004255608345,-0.003867274448971,1,2
-0.002020286235164,-0.013061013294629,1,2
0.013197568594533,-0.005344941938012,1,2
-0.005706959236164,0.036636562488135,1,2
-0.007007593524275,-0.014362045924895,1,2
-0.007233195738594,0.052685425516423,1,2
-0.016742914541203,0.0249198377232,1,2
0.01279696421226,-0.005796087159299,1,2
-0.014467147427092,-0.015337254503097,1,2
-0.013656211588334,0.008692210356884,1,2
-0.001249456536309,0.032987338300584,1,2
-0.013526001113895,0.038890947090461,1,2
2.97E-05,0.013046293904304,1,2
0.004893596160042,0.008927187821848,1,2
-0.013453872080967,0.006915543647776,1,2
-0.012024404526702,0.00086126228747,1,2
-0.024565928171874,0.013741492606594,1,2
0.000876755288371,0.023132509225216,1,2
0.010831024693094,-0.003258664536992,1,2
-0.016886423480621,0.010703041554334,1,2
-0.011946351745116,0.051859606197022,1,2
-0.004592447959574,0.010468801758107,1,2
-0.013902159780766,0.058676523687501,1,2
-0.013488623110426,-0.002985901211993,1,2
-0.002006064916869,0.001156431994296,1,2
0.00419586997556,0.014552588761323,1,2
-0.02006068593495,-0.010485679037071,1,2
0.012921262370247,-0.016885661331105,1,2
-0.017980117192076,-0.004781013988518,1,2
-0.006004882377572,-0.004957103089557,1,2
-0.014152057234576,0.006721457293333,1,2
0.005825837348335,0.001887684269593,1,2
-0.005602744325952,-0.005212326175407,1,2
-0.02039665937537,-0.020123819175783,1,2
-0.002821358620056,-0.01440708777126,1,2
-0.009023299587447,0.001191268170649,1,2
-0.009325721822411,-0.01311494785476,1,2
-0.017319733460372,-0.018968365779092,1,2
-0.021236937607086,0.049072332402266,1,2
-0.014993314994862,0.03701114777978,1,2
-0.010757629369434,0.004905689029557,1,2
-0.024339703280922,0.046415488496448,1,2
-0.014226345351395,0.044206761399418,1,2
0.021572355703144,0.037325766167905,1,2
-0.010213027192169,-0.005923041937259,1,2
0.018112076987745,0.024391599087106,1,2
-0.00546870218618,0.022475265912078,1,2
-0.002640500299525,0.030874532879527,1,2
-0.002001376932822,0.004264039398405,1,2
-0.015418600411555,0.014906364724216,1,2
-0.008328171165506,-0.010230732234576,1,2
-0.009104612073386,-0.001586881057145,1,2
-0.010208166106012,0.031623654369932,1,2
-0.019494602174478,-0.006710399048811,1,2
-0.015863084733754,-0.004440396190205,1,2
-0.019870483057429,-0.004686147858218,1,2
-0.013528634921112,-0.009929755247177,1,2
-0.019811675776015,-0.020862270938135,1,2
-0.016718441222894,-0.007106923590274,1,2
0.00029027062559,-0.007006679242094,1,2
-0.017088403118123,-0.021428789442776,1,2
-0.018314731239074,-0.010233766925609,1,2
-0.013825108808796,-0.003424200176451,1,2
-0.013366592113681,0.002479023204495,1,2
0.01060391136264,0.002651418933894,1,2
-0.012518452900064,0.010311541602993,1,2
-0.011904962205754,0.008858614766576,1,2
-0.012798578959002,0.015900510261601,1,2
-0.012766960560321,-0.000757441725312,1,2
0.001290737965549,-0.010312744214418,1,2
-0.012635531540672,0.006258504767402,1,2
-0.017628795902508,0.045519945613502,1,2
-0.020313249453784,0.041319145497371,1,2
-0.011081630826382,0.024735693339607,1,2
-0.005137734810716,0.025522995899344,1,2
-0.013259237514402,0.0615099378234,1,2
-0.01020169013424,0.035012135780407,1,2
-0.013209799711572,0.002717368227687,1,2
-0.009686604954296,0.030485181867808,1,2
-0.00640491896037,0.016830784474637,1,2
-0.019509025048125,0.065665685397961,1,2
0.002534727086995,0.027911173850388,1,2
-0.017080808931834,0.035412972478054,1,2
-0.012057902533909,0.047198130389222,1,2
-0.006371161222719,0.032116069375889,1,2
-0.013601464598306,0.006660426811854,1,2
0.002953115244571,0.009231760190559,1,2
-0.015886085488213,0.030288348743373,1,2
0.02031248133438,0.024910752066512,1,2
-0.002893270173556,0.009237661582837,1,2
-0.012955255013621,0.0116128675443,1,2
0.006271333627182,0.016042843185861,1,2
-0.011325624021099,0.00736313205038,1,2
-0.006704407285373,0.031151043860402,1,2
-0.011181939176674,-0.009708318831499,1,2
-0.019108352237342,-0.00413468112507,1,2
-0.006351847765047,-0.003908929693403,1,2
-0.011695619029762,-0.019363499237589,1,2
-0.007142320920455,0.005168578325194,1,2
-0.01847612348504,-0.010523538796559,1,2
-0.012921473752949,-0.00518758287401,1,2
-0.007908064760642,-0.014487558319676,1,2
-0.005025743478283,-0.010876737787626,1,2
-0.010698780892379,0.02449278931301,1,2
-0.015863567923385,-0.012830408742761,1,2
-0.016980223539811,-0.023913936938502,1,2
-0.015784354579727,-0.001347029043272,1,2
-0.020350152774786,-0.023529669053904,1,2
-0.013223313434472,-0.024269988409198,1,2
-0.01970198761995,-0.022810264296751,1,2
-0.010308303415055,-0.038708865992095,1,2
-0.006265334230579,-0.016005452790454,1,2
0.009616409508445,-0.042202931342016,1,2
-0.011235975357854,-0.00946283299715,1,2
0.002327465423994,-0.008278578524943,1,2
-0.004427230552429,-0.043417232964954,1,2
-0.013888431582074,-0.030695449444961,1,2
-0.010312530673536,-0.02620793228598,1,2
-0.012185458081605,-0.028227302917312,1,2
0.015383121201899,-0.031431543295066,1,2
-0.016726417033028,-0.004144192364919,1,2
-0.010558990330489,-0.014362446410846,1,2
-0.00052554106116,-0.023186613624591,1,2
0.006231908941011,-0.036273785209713,1,2
-0.011106401384467,-0.023882831223826,1,2
-0.006095049169676,-0.035618747899837,1,2
-0.011338682085261,-0.000824809668719,1,2
-0.007071498395572,-0.022220205134957,1,2
-0.011560769124488,-0.038884031500303,1,2
0.010860800140397,-0.033595219595108,1,2
-0.014940571826444,-0.007184032461978,1,2
-0.017250674555322,-0.003782642094543,1,2
-0.008988264016852,-0.025487847141299,1,2
-0.012977670162026,-0.015600802311097,1,2
-0.015879652931194,0.003847395002049,1,2
-0.017290489303306,-0.021301230041222,1,2
-0.024658168768021,-0.013889315033283,1,2
-0.011251965247369,-0.03815068757535,1,2
-0.003371571105264,-0.025214314437048,1,2
0.037425210583194,-0.02432907466774,1,2
-0.002313078373802,-0.021793360379221,1,2
-0.010658799095265,-0.028347534462839,1,2
-0.020147473998565,-0.008507229995031,1,2
-0.020202242720018,-0.035526977414491,1,2
0.006353822969385,-0.015497697586424,1,2
-0.009262495223682,-0.032730754702431,1,2
-0.005583934010593,-0.004225180800522,1,2
-0.012597341287133,-0.022050726503089,1,2
0.008854753742485,0.017594853799584,1,2
0.124296140533173,0.00314509647091,1,2
-0.025516626767935,-0.019960664400251,1,2
-0.020211604201474,-0.009570265693282,1,2
0.111342017977597,-0.004576410875345,1,2
-0.026202764262422,-0.020616874239198,1,2
0.036399968360299,0.011935015477536,1,2
-0.028187280239281,-0.029258439809678,1,2
0.103200341016786,-0.014073478343692,1,2
0.001109112306909,-0.029269969958794,1,2
0.093421503739414,-0.000407184293385,1,2
-0.028790653564515,-0.022754951765307,1,2
0.118119662625375,-0.005654037969385,1,2
-0.023545921448538,-0.015581009182334,1,2
0.107884174624858,-0.001417920716011,1,2
-0.026389453965242,-0.027942080907378,1,2
0.11016194557826,-0.009730576662637,1,2
0.122708644136873,-0.001766318495746,1,2
-0.016527850370829,-0.000373859984666,1,2
0.121107585836195,-0.002357662307332,1,2
-0.029876924222888,-0.021418286604071,1,2
-0.020024662819188,-0.01966944923982,1,2
0.118803463965398,-0.003698610776159,1,2
-0.013772672882735,-0.016706636050589,1,2
0.120632444944839,0.005246598143465,1,2
0.12487234664325,0.001790963663524,1,2
-0.02404966794521,-0.022995197687197,1,2
0.010498838396285,-0.020789922380142,1,2
-0.011659504907747,-0.002039751466969,1,2
-0.012454662201662,-0.014629252067875,1,2
-0.012046585060046,0.005502785645836,1,2
0.006755001798061,-0.014416496265115,1,2
0.033641898243727,-0.010978231722904,1,2
-0.000164926195623,-0.004932022733473,1,2
-0.000834603346529,-0.012448189185113,1,2
-0.000986211482344,0.00589584649018,1,2
-0.001248734109776,-0.024241739351828,1,2
0.033840178526044,-0.007805549717123,1,2
-0.010280815801567,-0.018042274881267,1,2
0.057201612065263,-0.012844100428943,1,2
-0.014797539576249,-0.002119170171999,1,2
-0.005767576132461,0.010146597366662,1,2
-0.008481022389751,-0.004985074381589,1,2
-0.001732909495494,-0.006701157816494,1,2
-0.010931046653495,-0.013650821249739,1,2
0.076302511259463,5.94E-05,1,2
0.123157787575171,-0.004071586711266,1,2
0.124292439529265,-0.000253493264428,1,2
0.111480964850389,-0.004075467851822,1,2
0.115380015934479,-0.001935193958945,1,2
-0.018010765311782,0.014678068565816,1,2
-0.014028050837345,-0.021742723815655,1,2
-0.000766101708527,-0.007489925738712,1,2
0.003536657917671,-0.01945624910603,1,2
0.03428421761379,-0.011163569527036,1,2
-0.015598394539741,-0.019059040444265,1,2
-0.002375568211177,0.004202428093042,1,2
0.119160327727868,0.000689235295783,1,2
-0.01428837919084,0.000734705986457,1,2
-0.006050819027881,-0.006324658823797,1,2
-0.008812747078632,-0.022558700458889,1,2
-0.007185133295765,-0.012928776581982,1,2
-0.007380043140977,0.052332344503211,1,2
-0.01542645699979,0.015429656763914,1,2
-0.020497723757707,0.007266556413308,1,2
0.007907380131796,0.001200234133676,1,2
-0.013606961271258,0.039115916200236,1,2
-0.015733064234782,-0.004982997785329,1,2
0.057404541567376,0.018395788503259,1,2
-0.004760807301985,0.012315798869701,1,2
-0.011152513103765,0.035148364684209,1,2
-0.011601316067591,0.006902880462943,1,2
0.002547532958243,0.00462418058122,1,2
0.098746329918531,0.015028478416391,1,2
0.055263781270321,0.015544575758699,1,2
0.028434477650057,0.01760710930441,1,2
-0.013861712844652,0.016225337585142,1,2
0.02332448854121,0.021638285131453,1,2
-0.01952971653007,0.049346812735756,1,2
0.000585179243161,-0.020584692791457,1,2
-0.020441657514056,0.056698039818553,1,2
0.009250586565127,-0.009809148055871,1,2
-0.014891830697401,0.004751698415226,1,2
-0.008401851018984,0.013455443617133,1,2
-0.007242398174728,0.001027651393533,1,2
-0.020368544975257,-0.005141227437016,1,2
-0.0205248507388,-0.013129752531052,1,2
-0.014538835742306,0.008819194139917,1,2
0.001705054093694,-0.010316159605212,1,2
0.005654889890637,0.003126607561637,1,2
-0.012852248179164,-0.011471410328788,1,2
-0.005017150071978,0.000384539107464,1,2
-0.010033885202816,-0.016314476440657,1,2
0.002866066446513,-0.00327606017199,1,2
-0.024651888073136,-0.003921714581757,1,2
-0.012340049696268,-0.012150471332773,1,2
0.011741605511659,0.020044355922568,1,2
-0.018360656667386,0.055787308061873,1,2
-0.01530571675916,0.051185369075903,1,2
-0.015394263147195,0.067007100868251,1,2
0.000780596401304,0.039760608412502,1,2
-0.010557446108459,0.056266012425904,1,2
-0.018805358234888,0.033863494663478,1,2
-0.014601190611837,0.03280731445945,1,2
-0.011267307228422,0.037399482027291,1,2
-0.023661226349904,0.026800583495705,1,2
0.031198934344765,0.016070513086159,1,2
-0.017896500600656,0.008196982352398,1,2
-0.016911433052694,0.018626435210581,1,2
0.090415439793545,-0.009700341765547,1,2
0.047535933789361,-0.000830042547378,1,2
-0.002698716146609,0.005347734848839,1,2
0.001134670828974,-0.012973461838534,1,2
0.006508645250443,-0.002663707032251,1,2
-0.004514879365246,0.000640619018989,1,2
-0.008928690778274,0.000944095088338,1,2
-0.015409372502996,0.01791188943535,1,2
0.038913137525949,0.000252260534342,1,2
0.00871339389632,-0.017276952562002,1,2
-0.015986673723523,-0.01632554595104,1,2
-0.010640685161854,-0.017547604281251,1,2
0.016403512553912,-0.014872665926434,1,2
-0.011096706051274,-0.023865543656996,1,2
-0.023882649248728,0.020393377924814,1,2
-0.021581257839128,0.026549146745298,1,2
-0.016992006119257,0.003253665379578,1,2
-0.022228497038963,0.0045674578812,1,2
-0.02995294967371,0.005020882980935,1,2
-0.028179344539626,0.004306994990338,1,2
-0.025306123363488,0.000879205434825,1,2
-0.026863027395264,-0.006461618456182,1,2
-0.003805469207025,-0.003418323112437,1,2
-0.022727406474279,-0.014699427154036,1,2
-0.005643032571522,0.033963050648103,1,2
-0.011750645818011,0.02314637634564,1,2
-0.014775312050962,0.042996046251179,1,2
-0.023388233592373,0.059277500541116,1,2
-0.016100212247454,0.047241885897571,1,2
-0.019636292770949,0.041622711326361,1,2
-0.023424281995097,0.064636132855368,1,2
-0.012250088162554,-0.003900278131389,1,2
-0.012595560471,0.045293664851992,1,2
-0.013415453488272,0.035155038463262,1,2
-0.010524800167356,0.042981485612666,1,2
-0.011371275028562,0.032496058227605,1,2
-0.006279900563537,0.028557522393805,1,2
0.031653556089414,0.007779159823109,1,2
0.062160953226212,0.012009593937558,1,2
-0.015741420258531,-0.024823457176856,1,2
0.002593435129317,-0.010026251969631,1,2
-0.01243626539889,-0.004691472441706,1,2
-0.021962265701829,-0.013767482049588,1,2
-0.004805493732623,0.002866680752384,1,2
-0.005189556672087,-0.009610077088785,1,2
-0.01047650171603,0.000561168121329,1,2
-0.018122715922461,0.010109488452212,1,2
-0.018470952623486,-0.018187225318733,1,2
-0.015839591393085,0.009517553887178,2,1
-0.017346581721232,-0.005759700890491,2,1
-0.001055706871559,-0.00533120880013,2,1
-0.001487375021198,-0.004884745922777,2,1
-0.018463377617589,-0.04651089855088,2,1
0.042244744990842,0.003759238260678,2,1
-0.019025631017477,-0.012173701014431,2,1
-0.012696107125571,-0.013335211500601,2,1
-0.017069620297575,-0.042968773804793,2,1
-0.015224428978029,-0.04027206491311,2,1
-0.021797259662148,-0.051945285077785,2,1
-0.018512929949805,-0.041634868346261,2,1
-0.00015855938798,-0.026803874883362,2,1
-0.009811143879813,-0.022246275146466,2,1
-0.017491732990919,-0.03677606623032,2,1
-0.015605974892675,-0.02757872263807,2,1
0.00211660844854,-0.011785948176923,2,1
-0.025452361274341,-0.041463984082604,2,1
-0.014251089066919,-0.003632841683295,2,1
-0.01112969977571,-0.006775856781569,2,1
-0.024591823988953,-0.043419299409326,2,1
-0.022716861884605,-0.028324604601477,2,1
-0.015751774044821,0.004146552847591,2,1
-0.022662749755989,-0.023935551881589,2,1
-0.028640977195934,-0.038439250217607,2,1
-0.020423130934079,-0.022342524372968,2,1
-0.021758416264772,-0.009558119925638,2,1
-0.009405522697996,-0.004205312367989,2,1
-0.011980615672576,0.005820037213028,2,1
-0.025338255887144,-0.005374511037995,2,1
-0.006239595975012,0.010711318327241,2,1
-0.021894216935645,-0.013553837579316,2,1
-0.004051667024,-0.004599894958376,2,1
-0.011600391553433,-0.018147115042128,2,1
-0.018822835006408,-0.03239530551575,2,1
-0.006133279628393,-0.02065998968953,2,1
-0.004811709289183,-0.004065481319201,2,1
0.000122525655612,-0.005828935834851,2,1
-0.012823971839587,-0.018386022082625,2,1
-0.000855474152427,0.004297361060191,2,1
0.004886398253166,-0.01074494962973,2,1
0.039143565790492,0.006376132514381,2,1
0.016487632519113,0.010699065784185,2,1
-0.015582096792291,-0.007136376504564,2,1
-0.01946173572743,-0.026497246300321,2,1
-0.01344199436903,-0.010999001237511,2,1
0.035594010084632,0.016046515964163,2,1
-0.026350192742001,-0.036020619456271,2,1
-0.010279193789046,-0.013555201382798,2,1
0.015611689248063,0.004787166098694,2,1
-0.017604774839292,-0.014599825023106,2,1
0.082222196428449,0.009143524558473,2,1
-0.024056753192545,-0.035195950494727,2,1
-0.012092183495257,-0.008850451641061,2,1
0.01566381458622,-0.002542714822771,2,1
0.014709418434772,0.015133907710627,2,1
0.063933945512887,0.015530240421445,2,1
0.002906765008496,-0.018592543244135,2,1
-0.025872036597748,-0.031777222740299,2,1
0.01643290563523,-0.018373883327688,2,1
0.093224360925589,0.017383081918632,2,1
0.06031118692895,0.015324941283172,2,1
-0.01527331981684,-0.029219679270435,2,1
0.052128039092752,0.010403137245596,2,1
0.087885110531624,0.021321146867469,2,1
-0.021963679895192,-0.047121443317335,2,1
-0.017619130905827,-0.041168173412849,2,1
0.055708884624787,0.016194373685257,2,1
-0.014675606152998,0.006029624101922,2,1
-0.015243200977817,0.005774875600776,2,1
-0.017191644175412,-0.010257850668588,2,1
-0.023571015837254,-0.014278144898629,2,1
-0.014918092863359,0.000395149837049,2,1
-0.007183609922795,0.00984609188698,2,1
-0.017276884763388,0.002743094832916,2,1
0.016464708763376,0.021707077293434,2,1
0.024737516786597,0.008556382313165,2,1
-0.011574579320187,-0.023029548118885,2,1
0.089685541932639,0.007578545939827,2,1
0.01094878971713,0.001333958893038,2,1
-0.013026926162508,-0.001296389326963,2,1
0.026026720434572,-0.015209617782311,2,1
0.036558732052176,0.013408405913637,2,1
0.000624270079773,-0.001398951437993,2,1
-0.00306578394224,-0.008448229772547,2,1
0.040343082084472,0.017550273458207,2,1
-0.001155893473017,0.028748715486875,2,1
0.077755467018019,0.013806334415343,2,1
0.012501917734685,0.029640031606737,2,1
0.035785471144863,0.018960787587536,2,1
0.093159153793002,0.013103813615167,2,1
0.050984101033383,0.00013426384185,2,1
-0.01001180650826,-0.012393229920351,2,1
-0.019333271070334,0.000780297192839,2,1
-0.016823017988306,0.007219551080388,2,1
-0.019647732867066,-0.007183554330151,2,1
-0.026542956598616,0.000121104922188,2,1
-0.009495717146847,0.018228325212993,2,1
-0.011125964914453,0.034639820695651,2,1
-0.012351212298617,0.001248921956817,2,1
-0.002918415501351,0.026300920646538,2,1
-0.007963873925154,0.009578403627295,2,1
-0.000900900563908,-0.007164233938157,2,1
0.010842500457072,0.009537692990303,2,1
-0.014163691085055,0.008699820160444,2,1
-0.021049466467731,0.014251924662633,2,1
0.027280059582388,0.008687277700157,2,1
6.62E-05,0.015413078055708,2,1
-0.016944445920436,-0.00341687472655,2,1
0.02250432694224,0.020125045009656,2,1
-0.015670828877228,0.005424786145343,2,1
0.029027917667448,0.013355511312231,2,1
0.022585073960754,0.012588377724334,2,1
-0.008055042956349,-0.003888061286326,2,1
-0.01484024676029,0.002302872417297,2,1
-0.016888527665002,0.019872723538254,2,1
-0.007289230275426,-0.004031270127082,2,1
-0.021894483494771,0.030336981883311,2,1
-0.018097977362785,0.001145636801614,2,1
0.030225988109156,0.005824507889188,2,1
-0.021284833374854,-0.02365259609719,2,1
-0.018894741337684,0.024369253267123,2,1
-0.018604865788476,0.004296375441417,2,1
-0.028520959194937,0.010652476874054,2,1
-0.024557339133904,0.011114662585051,2,1
-0.025260712940312,-0.003662754442946,2,1
-0.017195530150957,0.014591221339243,2,1
0.005200064336801,0.024231787140784,2,1
-0.010495798557862,0.0177755446812,2,1
-0.004031016942254,0.005021689494035,2,1
-0.003569899168399,0.018309446705732,2,1
-0.007328832019161,0.022363252841367,2,1
0.005506272378275,0.004939069703157,2,1
-0.019031361170387,0.043892219327371,2,1
-0.026138527435694,-0.012338930393201,2,1
-0.01651993669543,0.022577565839612,2,1
-0.01952759175827,0.01177080513826,2,1
-0.027577531903454,-0.005987490071193,2,1
-0.022115989508809,0.000853238305608,2,1
0.010450983115708,0.022258359182589,2,1
0.017022143888646,0.024867686367898,2,1
-0.018897823819601,0.015166644259659,2,1
-0.009467616347384,0.022482398525581,2,1
-0.002601181274346,0.005187035087041,2,1
-0.009708806104801,0.008303172385974,2,1
-0.01772034115143,0.002562599784714,2,1
-0.016336808192075,-0.026752156933363,2,1
-0.011737279884408,-0.015463366535562,2,1
-0.013007847030667,0.012186733498246,2,1
-0.008294565035354,0.01586959160521,2,1
0.025489359281716,0.017923781104704,2,1
-0.026871921686308,0.005295616319295,2,1
-0.023977815795987,0.000228669407843,2,1
-0.014353212063375,0.001212982172649,2,1
-0.029561522305586,-0.000355748714782,2,1
-0.028223299611874,-0.002728798023966,2,1
0.030210736707268,-0.003148375073487,2,1
-0.017998208575701,-0.007005432646566,2,1
0.0058486949648,0.002667769770498,2,1
-0.013531986434524,-0.01568286268513,2,1
0.017930616783844,0.003909718466786,2,1
0.022641852450294,0.007830791877891,2,1
0.009542928454003,0.010413326370303,2,1
-0.005378093505446,0.018329311477296,2,1
0.060925850408557,0.01234974208476,2,1
0.002487175005437,0.019569674419078,2,1
-0.023350442748546,-0.012032625472721,2,1
-0.022304528750537,0.023524868826635,2,1
-0.016718310277548,0.005849292662882,2,1
0.000141510722933,0.023334513777513,2,1
-0.025535127683727,-0.006454610226268,2,1
-0.016767723646602,0.008463356650959,2,1
-0.024905194699578,-0.013339612799452,2,1
-0.003629536044678,0.022576599556267,2,1
-0.008285739552714,-0.018257648178449,2,1
-0.026618547530582,0.022940010887949,2,1
-0.007020424323497,-0.024642786826092,2,1
-0.015293465426278,0.041373571919292,2,1
-0.018766100530189,0.023939290865428,2,1
-0.007037471339017,0.026063688918702,2,1
-0.012833935808643,0.011944910632712,2,1
0.004553715457638,0.026211842563484,2,1
0.003774819802902,0.038255321599153,2,1
-0.0144077696226,-0.004367231679096,2,1
0.06522945416227,0.018627610991065,2,1
0.018829867695352,0.014062379942288,2,1
-0.005742883086008,-0.014052279290466,2,1
0.016136452218398,0.031567798949756,2,1
0.013351114736085,0.019371400317466,2,1
0.009425203694334,0.000750256969031,2,1
-0.011117051055988,-0.009515778091122,2,1
-0.019427895673001,0.008297579639016,2,1
-0.019059151149881,-0.023925341944205,2,1
-0.019287888900815,0.003501092448425,2,1
-0.015162386251855,-0.008447503593319,2,1
-0.009270054819693,0.008991408035962,2,1
-0.013536822945467,0.02783894237969,2,1
-0.015212543225518,0.017883037911591,2,1
-0.022274076712818,-0.026575915604335,2,1
-0.017209237478783,-0.038185658855004,2,1
-0.013454370805416,-0.003687741198138,2,1
-0.019878954443481,-0.008802305647139,2,1
-0.013176028105433,-0.012642710348316,2,1
-0.01465662230006,-0.017521697529462,2,1
-0.010845588179093,-0.008057918589996,2,1
-0.016022132697981,-0.033573838919085,2,1
-0.010255820919056,0.003950957413534,2,1
-0.02558527022657,-0.017294189579387,2,1
-0.0170403592249,-0.006184551696976,2,1
-0.018081877261337,0.009502641118687,2,1
-0.022009940106615,-0.045725661865441,2,1
-0.018739926571641,-0.032249406290978,2,1
-0.012952145440565,-0.034641626411354,2,1
-0.005854770428165,-0.000559189685556,2,1
-0.022540042243814,-0.048553699931852,2,1
-0.020756782845345,-0.033187835680171,2,1
-0.003934144583572,-0.007139343198741,2,1
-0.012919116116576,-0.014046409323575,2,1
-0.024216556794509,-0.042974123623505,2,1
-0.018984116322141,-0.041108341641395,2,1
-0.021956768349733,-0.038601575624407,2,1
-0.014144359205074,0.001821351830389,2,1
-0.024725920931107,-0.036610059157958,2,1
-0.025965462357842,-0.038651787736169,2,1
-0.02336707337812,-0.036368062456,2,1
-0.020599949090521,-0.02237172597673,2,1
-0.015983434092931,0.004802943147897,2,1
-0.02265178551562,-0.022765017163056,2,1
-0.017448691817044,-0.016462654796074,2,1
-0.024088262967463,-0.031988740195571,2,1
-0.024542948170397,-0.002837108825193,2,1
-0.023475159822932,-0.005948711449739,2,1
-0.003073652795979,-0.011470503332945,2,1
-0.021778829936659,-0.013231561906927,2,1
-0.020756154101786,-0.036133800302876,2,1
-0.012893857469726,-0.03185141880555,2,1
0.011256093589051,0.01199277343824,2,1
-0.013387900086196,-0.006635061285284,2,1
-0.022069741617156,-0.029364198718796,2,1
0.004728990219786,-0.009238218354569,2,1
-0.009956914940219,-0.017293264573404,2,1
-0.00441388009792,0.004568790132422,2,1
-0.01051684251082,-0.032115627743109,2,1
0.063766162347128,0.002255140056851,2,1
0.133022514424445,0.005486479771159,2,1
-0.030860816446535,-0.018698631223111,2,1
-0.026695107496058,-0.014511033744255,2,1
0.128347963375238,0.008866750765475,2,1
-0.027291736100376,-0.017754808524196,2,1
-0.0144857322093,-0.041270882335917,2,1
-0.031422835713242,-0.030220385969876,2,1
0.125772726264968,0.006627069575526,2,1
-0.011124804461913,0.00481492342266,2,1
0.112008123841456,0.007446169099428,2,1
-0.031380706310653,-0.018035429799205,2,1
0.133983591258669,0.007019272435022,2,1
-0.014032589473447,-0.011277194116552,2,1
