HCG1,EOSG1,HCPG1,HCCD,EOSCD,yeo,eco
-0.007250900827876,0.002035837504082,-0.017582,91.2427050113678,95.1944141626358,1,2
0.012399942746908,-0.011646792113361,-0.010754,106.947146093845,93.2113188862801,1,3
-0.021016152582342,-0.016230839652436,-0.027689,82.2198976278305,79.9042150259018,1,3
-0.012055172803985,-0.010791137413936,-0.033386,82.0355101108551,93.3005162239075,1,3
-0.027416166425495,-0.032710729100955,-0.045435,73.2125289678574,80.0262783885002,1,3
-0.018527590099324,-0.004840704062451,-0.045075,90.2538471460343,109.10557551384,1,3
-0.010117716728401,-0.009883771824176,-0.017038,65.5771064162254,93.5636985659599,1,3
0.006236069970585,-0.011775742143472,-0.058261,114.17196046114,98.8866936683655,1,3
-0.033979123779572,-0.019385794932037,-0.056258,92.4611753702164,94.5317726135254,1,3
-0.028617974809676,-0.024266309569183,-0.032508,66.0790866613388,81.4469365358353,1,3
-0.020731609714639,-0.024872094142583,-0.048779,84.6229944109917,89.786920773983,1,4
-0.012400831732814,-0.016746175789922,-0.059285,108.420049381256,105.264351058006,1,3
-0.015549434028407,-0.004272093217742,-0.018344,84.3167643666267,87.3115126013756,1,5
-0.00012908112743,-0.018821164463912,-0.066048,105.618245172501,95.7847378730774,1,3
-0.025374459709627,-0.0127924636934,-0.054562,114.612448012829,95.6572272181511,1,5
-0.01294542830534,-0.011733598354459,-0.026957,85.4398670434952,84.7608175039291,1,5
-0.012940609243339,-0.01635346528598,-0.062866,93.836032140255,81.0219062328339,1,3
-0.018508453403552,-0.01068207533248,-0.04716,102.770849204063,106.042204737663,1,5
-0.033780720859037,-0.011945269501077,-0.070875,80.90458984375,101.138462758064,1,3
-0.011184684407763,-0.002415233381417,-0.016293,81.0674454927444,93.9028828859329,1,5
-0.024266832460275,-0.019677041017542,-0.04944,76.6184441685677,90.775344312191,1,5
-0.013464632733328,-0.012633768269236,-0.047917,97.3540276288986,88.5694046020508,1,5
0.008250356221948,-0.011195636929527,-0.069225,122.602533483505,98.7927654504776,1,3
-0.020490842523101,-0.020405178075078,-0.071843,91.9986085891724,83.9503840446472,1,3
-0.028103340376493,-0.02626312875563,-0.067548,67.9095450401306,83.0430412530899,1,3
-0.021090495742335,-0.025115341396625,-0.065825,83.9805720567703,78.9976249933243,1,3
-0.02244406678314,-0.027702890839502,-0.071644,67.9456507921219,68.9077209234238,1,3
-0.018404248555058,-0.018821716610131,-0.065905,91.6803887724877,84.2534188389778,1,3
-0.018361020540667,-0.002131931278599,-0.077457,85.5970762968063,97.0536526203156,1,3
-0.017563216662725,-0.02170857239057,-0.072571,78.0266669631004,77.6234533905983,1,2
-0.009914600698914,-0.011846885602842,-0.07547,78.6774205684662,95.4700690746307,1,2
-0.010937558571279,-0.014734489748151,-0.011061,83.7238606452942,76.9760370731354,2,3
-0.01788147724296,-0.005762067254836,-0.010143,96.7763243556023,85.9953928112984,2,3
-0.00943088031549,-0.011472056425413,-0.01287,77.8212847948074,76.6845113754273,2,2
-0.002603103698515,-0.003777812487261,0.0015055,96.7701931834221,94.649844545126,2,2
-0.010138549082208,-0.013054673943537,-0.017836,89.806584918499,84.0612313747406,2,3
-0.017176194952535,-0.013190548380573,-0.018639,86.2285557985306,74.6809715270996,2,2
-0.024258098896881,-0.002311657741057,-0.027956,98.2763320326805,89.8674516797066,2,3
-0.016752842468061,-0.007134341720558,0.0095532,72.5951315701008,97.2120660722256,2,3
-0.008342861926258,0.001650153126046,0.00026936,76.7463086605072,79.227233672142,2,1
0.001695106943087,-0.011149377064348,-0.015028,93.2163800239563,90.2442203223705,2,3
0.002815360034004,0.001850385413993,-0.0081091,88.6152261972427,81.5232297301292,2,3
0.009555598421843,0.007774242747682,0.0042494,79.9321848392487,80.7767783880234,2,1
-0.007346526894748,-0.007823012483081,-0.020975,72.1529352664948,80.976529955864,2,5
-0.018811355254026,-0.010773477263614,-0.010407,81.451092338562,84.2937655925751,2,2
-0.025766376708882,-0.005427118251382,-0.028978,71.3522985935211,83.0827563762665,2,2
0.016566318264034,0.009433196317779,0.02837,72.2203282356262,76.6010241985321,2,1
-0.035132284962658,-0.010553895000288,-0.029496,84.4568196058273,99.2042856454849,2,2
0.014291201705749,-0.015379015930642,0.02352,91.2495677232742,75.3941797614098,2,1
0.015703606801974,0.002350740594606,0.013161,82.9528048753738,89.9467072248459,2,1
-0.036672629151643,-0.001903919696331,-0.036268,73.6192853093147,87.6504809498787,2,5
-0.031195089248865,0.009839865650655,-0.037154,62.2484982013702,58.960541331768,2,2
0.003805874772887,-0.003382539052474,-0.020599,96.7165817379951,97.6742633581162,2,2
-0.01549172451141,-0.001067414216478,-0.048681,72.620375585556,93.9437988519669,2,0
0.021476623377252,-0.000960756508157,0.0049799,80.9400293469429,73.7476828455925,2,1
-0.007030665447366,0.008364429074754,0.035983,99.8552042722702,86.3839994668961,2,1
0.019916975409667,0.0096633785064,0.016336,59.2087931632996,66.6887057900429,2,1
-0.010856948273204,-0.004892540955376,-0.065396,76.0811562776566,87.82347407341,2,2
-0.038546087041707,-0.011518567604595,-0.037594,68.5908942937851,91.1926169633865,2,2
-0.028248122397195,-0.011973874414576,-0.052976,70.1534267187119,64.2775390982628,2,2
0.026939980028493,0.019470048527726,0.08092,60.3938106417656,60.2683291554451,2,1
0.019592497916395,0.010308650408927,0.0038309,76.4504096031189,70.3921546220779,2,1
-0.001549545836235,-0.012422951553751,-0.059744,76.8602560758591,84.0597354888916,2,5
0.025791571996538,0.006663294590639,-0.00011317,76.0813513278961,76.6314783811569,2,1
0.021441070882441,0.025065544840273,-0.007289,71.5106635332108,68.1013772964478,2,1
-0.028469226135169,-0.019824059597274,-0.045442,89.2960036754608,98.524550819397,2,2
-0.030692962498528,-0.02144476474204,-0.059286,81.2936577796936,75.1158016681671,2,2
0.026653663549033,0.009936581445911,-0.0038873,68.091564488411,72.2494431734085,2,1
-0.018876513615454,-0.003184009946735,-0.032074,113.806859016418,106.276179885864,3,2
-0.017267763478989,-0.008945387807638,-0.03903,109.967728018761,100.81776535511,3,2
-0.016478405584811,-0.015288771614966,-0.040015,84.7270441651344,92.7784469842911,3,3
-0.005480288984112,-0.015451480983334,-0.059521,94.7222656965256,96.8068128347397,3,3
-0.023135464255618,-0.018895750385135,-0.069164,76.9692502498627,73.3100049495697,3,2
0.016647520119457,0.000921735168537,-0.029685,91.2276881694794,87.7525305271149,3,2
-0.015608212550299,-0.0088857370268,-0.07006,74.2286727428436,80.8507234871388,3,2
-0.022590467322771,0.02249721954853,-0.041553,76.1811824321747,94.6118410110474,3,2
-0.001547550103195,0.003008164270128,-0.054961,94.6269970774651,74.1537407398224,3,2
-0.024161978497446,-0.009916056342571,-0.061867,75.4278006315231,93.3520757198334,3,2
-0.022605568571826,0.006211319289459,-0.054666,76.9519849121571,68.475410592556,3,2
0.040039193293816,-0.005321296374098,-0.060101,113.972033190727,78.8499282836914,3,2
-0.000190988444366,-0.029323643313619,-0.069223,79.3295174598694,59.4164377689362,3,2
-0.014465483769581,-0.007698031886634,-0.068846,78.9601081848145,87.4416621208191,3,2
-0.010884195526337,-0.000194699326918,-0.062578,93.2823548078537,83.804450583458,3,2
0.024985348243664,-0.000355447849753,-0.063684,95.6547527074814,84.8556346774101,3,2
-0.023204858420849,-0.013534504617645,-0.060812,67.1300690293312,81.9791514992714,3,2
0.032525229720775,0.015722140282821,0.046922,74.7429518461227,67.8856007099152,3,1
0.004513901831864,0.018155541397525,0.073336,105.70643389225,92.2859782934189,3,1
0.024678076704467,0.012338150673873,0.03408,87.120298743248,77.9067949056625,3,1
0.01898764613332,0.021131186672975,0.073307,79.8077704429627,82.0098920822144,3,1
0.032747587812005,0.01525863423202,0.07279,70.9589536070824,80.7186443567276,3,1
0.029650196388229,0.013759669290755,0.065813,74.5240851640701,73.4376719415188,3,1
0.009536646644977,0.000488668921289,-0.026394,85.7103677034378,81.0946415185928,4,3
-0.002490472525884,-0.01672279296993,-0.030878,79.2037155628204,86.7409690856934,4,3
-0.004219148289268,-0.005276231287178,-0.018589,72.5844651222229,90.1010325670242,4,2
0.00995987940367,0.000119192464098,-0.022086,88.4820870161057,81.182520377636,4,3
-0.003296301484376,-0.014748927652091,-0.039088,91.7133610010147,86.9938907384872,4,2
-0.002280191613412,-0.009802542198334,0.0068637,88.2169330120087,82.415999341011,4,3
0.000946126740817,0.014560109178847,-0.0039101,87.8515362501144,80.2582020282745,4,2
0.037462244856517,0.032249202881654,0.020317,95.0277722835541,78.9376224756241,4,4
-0.000148797679895,-0.005046834056759,0.0022834,94.3867446660996,84.0457781076431,4,2
0.046994703914912,0.005573764390017,0.03204,91.3848639726639,105.875437760353,4,2
0.016735312197165,0.010161405970604,0.0056022,94.0558000564575,72.1876581668854,4,2
-0.00265722675282,-0.00056392148643,0.02932,89.5747263431549,92.9006751298904,4,2
-0.009205436407636,0.014980157466238,0.005506,79.3045074701309,80.0126707077026,4,1
0.007886716533682,0.008588744715945,0.045833,87.9450456619263,91.6181869745255,4,2
0.030302450736276,0.027195409793962,0.15873,86.056175994873,95.4572460412979,4,2
0.026818036756433,0.004048850814987,0.053856,95.8941166877747,103.529746222496,4,1
0.010107861400988,-0.003083856957724,0.051245,98.1622912406921,95.4271942377091,4,1
-0.003528292990277,-0.010094378494092,-0.029776,75.8792076349259,91.4042301654816,4,1
0.001037836694628,0.00783293434992,0.064396,87.1727835416794,104.556025385857,4,1
-0.007038878684765,-0.020405788875365,-0.051977,89.50518232584,96.2917666316032,4,2
0.008017912365305,0.001441616323758,-0.063874,92.6114496946335,92.3227269411087,4,2
